STUDENTNAAM,GESLACHT,GEBOORTEDATUM,KLASCODE,VAKCODE,DOCENTNAAM,PROEFWERKDATUM,CIJFER
Student83,V,2005-03-03 00:00:00,HV4,AAK,Docent 5,2024-05-21 00:00:00,"6,3"
Student76,V,2006-07-24 00:00:00,HV4,AAK,Docent 10,2024-02-19 00:00:00,"6,4"
Student80,V,2005-08-25 00:00:00,HV4,AAK,Docent 5,2024-05-21 00:00:00,"6,5"
Student82,V,2006-08-11 00:00:00,HV4,AAK,Docent 10,2024-02-19 00:00:00,"6,6"
Student76,V,2006-07-24 00:00:00,HV4,AAK,Docent 5,2023-10-20 00:00:00,"6,7"
Student78,V,2005-04-13 00:00:00,HV4,AAK,Docent 5,2023-10-20 00:00:00,"6,8"
Student78,V,2005-04-13 00:00:00,HV4,AAK,Docent 10,2024-02-19 00:00:00,"6,8"
Student86,V,2005-06-09 00:00:00,HV4,AAK,Docent 10,2024-02-19 00:00:00,"7,1"
Student77,V,2005-11-04 00:00:00,HV4,AAK,Docent 5,2023-10-20 00:00:00,"7,1"
Student84,V,2005-08-18 00:00:00,HV4,AAK,Docent 5,2024-05-21 00:00:00,"7,3"
Student77,V,2005-11-04 00:00:00,HV4,AAK,Docent 5,2024-05-21 00:00:00,"7,3"
Student81,V,2005-09-06 00:00:00,HV4,AAK,Docent 10,2024-02-19 00:00:00,"7,4"
Student85,V,2005-12-31 00:00:00,HV4,AAK,Docent 5,2023-10-20 00:00:00,"7,6"
Student80,V,2005-08-25 00:00:00,HV4,AAK,Docent 5,2023-10-20 00:00:00,"7,8"
Student85,V,2005-12-31 00:00:00,HV4,AAK,Docent 5,2024-05-21 00:00:00,"8,1"
Student79,V,2006-07-08 00:00:00,HV4,AAK,Docent 10,2024-02-19 00:00:00,"8,3"
Student83,V,2005-03-03 00:00:00,HV4,AAK,Docent 10,2024-02-19 00:00:00,"8,4"
Student83,V,2005-03-03 00:00:00,HV4,AAK,Docent 5,2023-10-20 00:00:00,"8,6"
Student86,V,2005-06-09 00:00:00,HV4,AAK,Docent 5,2024-05-21 00:00:00,"8,6"
Student86,V,2005-06-09 00:00:00,HV4,AAK,Docent 5,2023-10-20 00:00:00,"8,9"
Student77,V,2005-11-04 00:00:00,HV4,AAK,Docent 10,2024-02-19 00:00:00,"9,1"
Student84,V,2005-08-18 00:00:00,HV4,AAK,Docent 5,2023-10-20 00:00:00,"9,4"
Student76,V,2006-07-24 00:00:00,HV4,AAK,Docent 5,2024-05-21 00:00:00,"9,4"
Student85,V,2005-12-31 00:00:00,HV4,AAK,Docent 10,2024-02-19 00:00:00,"9,5"
Student82,V,2006-08-11 00:00:00,HV4,AAK,Docent 5,2024-05-21 00:00:00,"9,5"
Student84,V,2005-08-18 00:00:00,HV4,AAK,Docent 10,2024-02-19 00:00:00,"9,9"
Student79,V,2006-07-08 00:00:00,HV4,AAK,Docent 5,2023-10-20 00:00:00,"10,0"
Student77,V,2005-11-04 00:00:00,HV4,BIO,Docent 8,2024-02-21 00:00:00,"4,7"
Student82,V,2006-08-11 00:00:00,HV4,BIO,Docent 3,2024-05-24 00:00:00,"4,7"
Student81,V,2005-09-06 00:00:00,HV4,BIO,Docent 3,2024-05-24 00:00:00,"4,8"
Student76,V,2006-07-24 00:00:00,HV4,BIO,Docent 3,2023-10-18 00:00:00,"5,5"
Student76,V,2006-07-24 00:00:00,HV4,BIO,Docent 3,2024-05-24 00:00:00,"5,5"
Student81,V,2005-09-06 00:00:00,HV4,BIO,Docent 8,2024-02-21 00:00:00,"5,6"
Student81,V,2005-09-06 00:00:00,HV4,BIO,Docent 3,2023-10-18 00:00:00,"5,9"
Student84,V,2005-08-18 00:00:00,HV4,BIO,Docent 3,2024-05-24 00:00:00,"6,0"
Student82,V,2006-08-11 00:00:00,HV4,BIO,Docent 3,2023-10-18 00:00:00,"6,0"
Student86,V,2005-06-09 00:00:00,HV4,BIO,Docent 3,2023-10-18 00:00:00,"6,2"
Student76,V,2006-07-24 00:00:00,HV4,BIO,Docent 8,2024-02-21 00:00:00,"6,2"
Student82,V,2006-08-11 00:00:00,HV4,BIO,Docent 8,2024-02-21 00:00:00,"6,3"
Student79,V,2006-07-08 00:00:00,HV4,BIO,Docent 3,2023-10-18 00:00:00,"6,4"
Student78,V,2005-04-13 00:00:00,HV4,BIO,Docent 3,2024-05-24 00:00:00,"6,8"
Student80,V,2005-08-25 00:00:00,HV4,BIO,Docent 3,2023-10-18 00:00:00,"6,8"
Student83,V,2005-03-03 00:00:00,HV4,BIO,Docent 3,2024-05-24 00:00:00,"6,9"
Student79,V,2006-07-08 00:00:00,HV4,BIO,Docent 3,2024-05-24 00:00:00,"6,9"
Student78,V,2005-04-13 00:00:00,HV4,BIO,Docent 3,2023-10-18 00:00:00,"7,1"
Student77,V,2005-11-04 00:00:00,HV4,BIO,Docent 3,2023-10-18 00:00:00,"7,2"
Student85,V,2005-12-31 00:00:00,HV4,BIO,Docent 3,2024-05-24 00:00:00,"7,5"
Student80,V,2005-08-25 00:00:00,HV4,BIO,Docent 3,2024-05-24 00:00:00,"7,8"
Student77,V,2005-11-04 00:00:00,HV4,BIO,Docent 3,2024-05-24 00:00:00,"7,8"
Student80,V,2005-08-25 00:00:00,HV4,BIO,Docent 8,2024-02-21 00:00:00,"7,9"
Student86,V,2005-06-09 00:00:00,HV4,BIO,Docent 3,2024-05-24 00:00:00,"8,2"
Student84,V,2005-08-18 00:00:00,HV4,BIO,Docent 8,2024-02-21 00:00:00,"8,4"
Student85,V,2005-12-31 00:00:00,HV4,BIO,Docent 3,2023-10-18 00:00:00,"8,6"
Student79,V,2006-07-08 00:00:00,HV4,BIO,Docent 8,2024-02-21 00:00:00,"9,1"
Student85,V,2005-12-31 00:00:00,HV4,BIO,Docent 8,2024-02-21 00:00:00,"9,2"
Student83,V,2005-03-03 00:00:00,HV4,BIO,Docent 3,2023-10-18 00:00:00,"9,7"
Student83,V,2005-03-03 00:00:00,HV4,BIO,Docent 8,2024-02-21 00:00:00,"9,9"
Student84,V,2005-08-18 00:00:00,HV4,BIO,Docent 3,2023-10-18 00:00:00,"10,0"
Student78,V,2005-04-13 00:00:00,HV4,BIO,Docent 8,2024-02-21 00:00:00,"10,0"
Student86,V,2005-06-09 00:00:00,HV4,BIO,Docent 8,2024-02-21 00:00:00,"10,0"
Student84,V,2005-08-18 00:00:00,HV4,ENG,Docent 7,2024-02-22 00:00:00,"4,7"
Student82,V,2006-08-11 00:00:00,HV4,ENG,Docent 7,2024-05-22 00:00:00,"4,9"
Student80,V,2005-08-25 00:00:00,HV4,ENG,Docent 7,2024-02-22 00:00:00,"5,0"
Student83,V,2005-03-03 00:00:00,HV4,ENG,Docent 2,2023-10-17 00:00:00,"5,1"
Student86,V,2005-06-09 00:00:00,HV4,ENG,Docent 2,2023-10-17 00:00:00,"5,4"
Student85,V,2005-12-31 00:00:00,HV4,ENG,Docent 7,2024-02-22 00:00:00,"5,5"
Student76,V,2006-07-24 00:00:00,HV4,ENG,Docent 7,2024-02-22 00:00:00,"5,5"
Student82,V,2006-08-11 00:00:00,HV4,ENG,Docent 7,2024-02-22 00:00:00,"5,5"
Student76,V,2006-07-24 00:00:00,HV4,ENG,Docent 2,2023-10-17 00:00:00,"5,8"
Student81,V,2005-09-06 00:00:00,HV4,ENG,Docent 2,2023-10-17 00:00:00,"5,9"
Student76,V,2006-07-24 00:00:00,HV4,ENG,Docent 7,2024-05-22 00:00:00,"6,5"
Student82,V,2006-08-11 00:00:00,HV4,ENG,Docent 2,2023-10-17 00:00:00,"6,5"
Student84,V,2005-08-18 00:00:00,HV4,ENG,Docent 2,2023-10-17 00:00:00,"6,9"
Student85,V,2005-12-31 00:00:00,HV4,ENG,Docent 7,2024-05-22 00:00:00,"6,9"
Student79,V,2006-07-08 00:00:00,HV4,ENG,Docent 7,2024-05-22 00:00:00,"6,9"
Student85,V,2005-12-31 00:00:00,HV4,ENG,Docent 2,2023-10-17 00:00:00,"7,0"
Student86,V,2005-06-09 00:00:00,HV4,ENG,Docent 7,2024-05-22 00:00:00,"7,6"
Student78,V,2005-04-13 00:00:00,HV4,ENG,Docent 7,2024-05-22 00:00:00,"7,7"
Student78,V,2005-04-13 00:00:00,HV4,ENG,Docent 2,2023-10-17 00:00:00,"7,8"
Student80,V,2005-08-25 00:00:00,HV4,ENG,Docent 2,2023-10-17 00:00:00,"7,8"
Student80,V,2005-08-25 00:00:00,HV4,ENG,Docent 7,2024-05-22 00:00:00,"7,8"
Student79,V,2006-07-08 00:00:00,HV4,ENG,Docent 2,2023-10-17 00:00:00,"7,9"
Student81,V,2005-09-06 00:00:00,HV4,ENG,Docent 7,2024-02-22 00:00:00,"8,2"
Student77,V,2005-11-04 00:00:00,HV4,ENG,Docent 7,2024-02-22 00:00:00,"8,4"
Student83,V,2005-03-03 00:00:00,HV4,ENG,Docent 7,2024-02-22 00:00:00,"8,5"
Student77,V,2005-11-04 00:00:00,HV4,ENG,Docent 7,2024-05-22 00:00:00,"8,7"
Student83,V,2005-03-03 00:00:00,HV4,ENG,Docent 7,2024-05-22 00:00:00,"9,0"
Student78,V,2005-04-13 00:00:00,HV4,ENG,Docent 7,2024-02-22 00:00:00,"9,0"
Student77,V,2005-11-04 00:00:00,HV4,ENG,Docent 2,2023-10-17 00:00:00,"9,0"
Student81,V,2005-09-06 00:00:00,HV4,ENG,Docent 7,2024-05-22 00:00:00,"9,1"
Student86,V,2005-06-09 00:00:00,HV4,ENG,Docent 7,2024-02-22 00:00:00,"9,9"
Student84,V,2005-08-18 00:00:00,HV4,ENG,Docent 7,2024-05-22 00:00:00,"9,9"
Student79,V,2006-07-08 00:00:00,HV4,ENG,Docent 7,2024-02-22 00:00:00,"10,0"
Student81,V,2005-09-06 00:00:00,HV4,NED,Docent 1,2023-10-16 00:00:00,"4,6"
Student85,V,2005-12-31 00:00:00,HV4,NED,Docent 1,2024-05-23 00:00:00,"4,6"
Student83,V,2005-03-03 00:00:00,HV4,NED,Docent 1,2024-05-23 00:00:00,"4,9"
Student77,V,2005-11-04 00:00:00,HV4,NED,Docent 1,2023-10-16 00:00:00,"4,9"
Student86,V,2005-06-09 00:00:00,HV4,NED,Docent 1,2023-10-16 00:00:00,"5,0"
Student81,V,2005-09-06 00:00:00,HV4,NED,Docent 6,2024-02-23 00:00:00,"5,1"
Student76,V,2006-07-24 00:00:00,HV4,NED,Docent 1,2023-10-16 00:00:00,"5,5"
Student77,V,2005-11-04 00:00:00,HV4,NED,Docent 6,2024-02-23 00:00:00,"5,7"
Student79,V,2006-07-08 00:00:00,HV4,NED,Docent 1,2023-10-16 00:00:00,"6,2"
Student78,V,2005-04-13 00:00:00,HV4,NED,Docent 6,2024-02-23 00:00:00,"6,3"
Student84,V,2005-08-18 00:00:00,HV4,NED,Docent 1,2024-05-23 00:00:00,"6,5"
Student83,V,2005-03-03 00:00:00,HV4,NED,Docent 1,2023-10-16 00:00:00,"6,7"
Student85,V,2005-12-31 00:00:00,HV4,NED,Docent 6,2024-02-23 00:00:00,"6,8"
Student76,V,2006-07-24 00:00:00,HV4,NED,Docent 1,2024-05-23 00:00:00,"7,1"
Student84,V,2005-08-18 00:00:00,HV4,NED,Docent 1,2023-10-16 00:00:00,"7,3"
Student79,V,2006-07-08 00:00:00,HV4,NED,Docent 1,2024-05-23 00:00:00,"7,3"
Student82,V,2006-08-11 00:00:00,HV4,NED,Docent 1,2024-05-23 00:00:00,"7,4"
Student78,V,2005-04-13 00:00:00,HV4,NED,Docent 1,2023-10-16 00:00:00,"7,7"
Student79,V,2006-07-08 00:00:00,HV4,NED,Docent 6,2024-02-23 00:00:00,"7,9"
Student84,V,2005-08-18 00:00:00,HV4,NED,Docent 6,2024-02-23 00:00:00,"8,3"
Student82,V,2006-08-11 00:00:00,HV4,NED,Docent 6,2024-02-23 00:00:00,"8,4"
Student80,V,2005-08-25 00:00:00,HV4,NED,Docent 1,2023-10-16 00:00:00,"8,5"
Student81,V,2005-09-06 00:00:00,HV4,NED,Docent 1,2024-05-23 00:00:00,"8,5"
Student78,V,2005-04-13 00:00:00,HV4,NED,Docent 1,2024-05-23 00:00:00,"8,6"
Student85,V,2005-12-31 00:00:00,HV4,NED,Docent 1,2023-10-16 00:00:00,"8,6"
Student76,V,2006-07-24 00:00:00,HV4,NED,Docent 6,2024-02-23 00:00:00,"8,9"
Student80,V,2005-08-25 00:00:00,HV4,NED,Docent 6,2024-02-23 00:00:00,"9,2"
Student77,V,2005-11-04 00:00:00,HV4,NED,Docent 1,2024-05-23 00:00:00,"9,3"
Student80,V,2005-08-25 00:00:00,HV4,NED,Docent 1,2024-05-23 00:00:00,"9,6"
Student86,V,2005-06-09 00:00:00,HV4,NED,Docent 1,2024-05-23 00:00:00,"9,7"
Student83,V,2005-03-03 00:00:00,HV4,NED,Docent 6,2024-02-23 00:00:00,"9,9"
Student86,V,2005-06-09 00:00:00,HV4,NED,Docent 6,2024-02-23 00:00:00,"10,0"
Student82,V,2006-08-11 00:00:00,HV4,NED,Docent 1,2023-10-16 00:00:00,"10,0"
Student85,V,2005-12-31 00:00:00,HV4,WIS,Docent 9,2024-05-20 00:00:00,"4,4"
Student76,V,2006-07-24 00:00:00,HV4,WIS,Docent 9,2024-02-20 00:00:00,"4,4"
Student85,V,2005-12-31 00:00:00,HV4,WIS,Docent 4,2023-10-19 00:00:00,"4,7"
Student82,V,2006-08-11 00:00:00,HV4,WIS,Docent 4,2023-10-19 00:00:00,"4,7"
Student76,V,2006-07-24 00:00:00,HV4,WIS,Docent 4,2023-10-19 00:00:00,"4,9"
Student79,V,2006-07-08 00:00:00,HV4,WIS,Docent 9,2024-05-20 00:00:00,"5,2"
Student83,V,2005-03-03 00:00:00,HV4,WIS,Docent 9,2024-05-20 00:00:00,"5,4"
Student86,V,2005-06-09 00:00:00,HV4,WIS,Docent 4,2023-10-19 00:00:00,"5,5"
Student83,V,2005-03-03 00:00:00,HV4,WIS,Docent 4,2023-10-19 00:00:00,"5,8"
Student84,V,2005-08-18 00:00:00,HV4,WIS,Docent 9,2024-02-20 00:00:00,"6,0"
Student80,V,2005-08-25 00:00:00,HV4,WIS,Docent 4,2023-10-19 00:00:00,"6,1"
Student77,V,2005-11-04 00:00:00,HV4,WIS,Docent 9,2024-02-20 00:00:00,"6,2"
Student85,V,2005-12-31 00:00:00,HV4,WIS,Docent 9,2024-02-20 00:00:00,"6,3"
Student78,V,2005-04-13 00:00:00,HV4,WIS,Docent 4,2023-10-19 00:00:00,"6,9"
Student78,V,2005-04-13 00:00:00,HV4,WIS,Docent 9,2024-05-20 00:00:00,"7,0"
Student79,V,2006-07-08 00:00:00,HV4,WIS,Docent 4,2023-10-19 00:00:00,"7,0"
Student81,V,2005-09-06 00:00:00,HV4,WIS,Docent 9,2024-02-20 00:00:00,"7,1"
Student82,V,2006-08-11 00:00:00,HV4,WIS,Docent 9,2024-02-20 00:00:00,"7,3"
Student83,V,2005-03-03 00:00:00,HV4,WIS,Docent 9,2024-02-20 00:00:00,"7,9"
Student80,V,2005-08-25 00:00:00,HV4,WIS,Docent 9,2024-05-20 00:00:00,"8,1"
Student77,V,2005-11-04 00:00:00,HV4,WIS,Docent 4,2023-10-19 00:00:00,"8,5"
Student82,V,2006-08-11 00:00:00,HV4,WIS,Docent 9,2024-05-20 00:00:00,"8,5"
Student78,V,2005-04-13 00:00:00,HV4,WIS,Docent 9,2024-02-20 00:00:00,"8,8"
Student84,V,2005-08-18 00:00:00,HV4,WIS,Docent 9,2024-05-20 00:00:00,"8,8"
Student86,V,2005-06-09 00:00:00,HV4,WIS,Docent 9,2024-02-20 00:00:00,"9,1"
Student80,V,2005-08-25 00:00:00,HV4,WIS,Docent 9,2024-02-20 00:00:00,"9,1"
Student81,V,2005-09-06 00:00:00,HV4,WIS,Docent 9,2024-05-20 00:00:00,"9,2"
Student79,V,2006-07-08 00:00:00,HV4,WIS,Docent 9,2024-02-20 00:00:00,"9,3"
Student76,V,2006-07-24 00:00:00,HV4,WIS,Docent 9,2024-05-20 00:00:00,"9,3"
Student86,V,2005-06-09 00:00:00,HV4,WIS,Docent 9,2024-05-20 00:00:00,"9,5"
Student81,V,2005-09-06 00:00:00,HV4,WIS,Docent 4,2023-10-19 00:00:00,"9,7"
Student84,V,2005-08-18 00:00:00,HV4,WIS,Docent 4,2023-10-19 00:00:00,"9,9"
Student77,V,2005-11-04 00:00:00,HV4,WIS,Docent 9,2024-05-20 00:00:00,"9,9"
Student104,V,2006-06-14 00:00:00,HV5,AAK,Docent 10,2024-02-19 00:00:00,"2,0"
Student107,V,2006-08-13 00:00:00,HV5,AAK,Docent 5,2023-10-20 00:00:00,"2,2"
Student103,V,2005-07-28 00:00:00,HV5,AAK,Docent 5,2024-05-21 00:00:00,"2,4"
Student108,V,2006-04-26 00:00:00,HV5,AAK,Docent 5,2023-10-20 00:00:00,"2,4"
Student109,V,2005-07-07 00:00:00,HV5,AAK,Docent 5,2024-05-21 00:00:00,"2,5"
Student106,V,2005-06-12 00:00:00,HV5,AAK,Docent 5,2023-10-20 00:00:00,"2,8"
Student101,V,2006-03-26 00:00:00,HV5,AAK,Docent 10,2024-02-19 00:00:00,"2,9"
Student101,V,2006-03-26 00:00:00,HV5,AAK,Docent 5,2023-10-20 00:00:00,"3,0"
Student108,V,2006-04-26 00:00:00,HV5,AAK,Docent 5,2024-05-21 00:00:00,"3,0"
Student105,V,2005-04-10 00:00:00,HV5,AAK,Docent 10,2024-02-19 00:00:00,"3,1"
Student101,V,2006-03-26 00:00:00,HV5,AAK,Docent 5,2024-05-21 00:00:00,"3,3"
Student108,V,2006-04-26 00:00:00,HV5,AAK,Docent 10,2024-02-19 00:00:00,"4,0"
Student104,V,2006-06-14 00:00:00,HV5,AAK,Docent 5,2023-10-20 00:00:00,"4,0"
Student107,V,2006-08-13 00:00:00,HV5,AAK,Docent 5,2024-05-21 00:00:00,"4,1"
Student110,V,2006-06-18 00:00:00,HV5,AAK,Docent 5,2024-05-21 00:00:00,"4,6"
Student102,V,2005-10-03 00:00:00,HV5,AAK,Docent 5,2024-05-21 00:00:00,"5,0"
Student102,V,2005-10-03 00:00:00,HV5,AAK,Docent 5,2023-10-20 00:00:00,"5,5"
Student105,V,2005-04-10 00:00:00,HV5,AAK,Docent 5,2023-10-20 00:00:00,"5,6"
Student109,V,2005-07-07 00:00:00,HV5,AAK,Docent 5,2023-10-20 00:00:00,"6,2"
Student103,V,2005-07-28 00:00:00,HV5,AAK,Docent 10,2024-02-19 00:00:00,"6,3"
Student109,V,2005-07-07 00:00:00,HV5,AAK,Docent 10,2024-02-19 00:00:00,"6,7"
Student104,V,2006-06-14 00:00:00,HV5,AAK,Docent 5,2024-05-21 00:00:00,"6,8"
Student105,V,2005-04-10 00:00:00,HV5,AAK,Docent 5,2024-05-21 00:00:00,"7,3"
Student110,V,2006-06-18 00:00:00,HV5,AAK,Docent 5,2023-10-20 00:00:00,"7,3"
Student110,V,2006-06-18 00:00:00,HV5,AAK,Docent 10,2024-02-19 00:00:00,"7,4"
Student102,V,2005-10-03 00:00:00,HV5,AAK,Docent 10,2024-02-19 00:00:00,"7,6"
Student106,V,2005-06-12 00:00:00,HV5,AAK,Docent 5,2024-05-21 00:00:00,"7,7"
Student106,V,2005-06-12 00:00:00,HV5,AAK,Docent 10,2024-02-19 00:00:00,"7,9"
Student107,V,2006-08-13 00:00:00,HV5,AAK,Docent 10,2024-02-19 00:00:00,"7,9"
Student103,V,2005-07-28 00:00:00,HV5,AAK,Docent 5,2023-10-20 00:00:00,"8,0"
Student104,V,2006-06-14 00:00:00,HV5,BIO,Docent 8,2024-02-21 00:00:00,"2,4"
Student107,V,2006-08-13 00:00:00,HV5,BIO,Docent 8,2024-02-21 00:00:00,"2,4"
Student108,V,2006-04-26 00:00:00,HV5,BIO,Docent 3,2023-10-18 00:00:00,"2,7"
Student106,V,2005-06-12 00:00:00,HV5,BIO,Docent 3,2023-10-18 00:00:00,"2,8"
Student106,V,2005-06-12 00:00:00,HV5,BIO,Docent 8,2024-02-21 00:00:00,"2,9"
Student110,V,2006-06-18 00:00:00,HV5,BIO,Docent 8,2024-02-21 00:00:00,"3,0"
Student103,V,2005-07-28 00:00:00,HV5,BIO,Docent 8,2024-02-21 00:00:00,"3,3"
Student108,V,2006-04-26 00:00:00,HV5,BIO,Docent 3,2024-05-24 00:00:00,"3,4"
Student101,V,2006-03-26 00:00:00,HV5,BIO,Docent 8,2024-02-21 00:00:00,"4,5"
Student110,V,2006-06-18 00:00:00,HV5,BIO,Docent 3,2023-10-18 00:00:00,"4,6"
Student102,V,2005-10-03 00:00:00,HV5,BIO,Docent 3,2024-05-24 00:00:00,"4,8"
Student109,V,2005-07-07 00:00:00,HV5,BIO,Docent 3,2024-05-24 00:00:00,"5,1"
Student102,V,2005-10-03 00:00:00,HV5,BIO,Docent 3,2023-10-18 00:00:00,"5,1"
Student105,V,2005-04-10 00:00:00,HV5,BIO,Docent 3,2024-05-24 00:00:00,"5,2"
Student107,V,2006-08-13 00:00:00,HV5,BIO,Docent 3,2024-05-24 00:00:00,"5,2"
Student109,V,2005-07-07 00:00:00,HV5,BIO,Docent 8,2024-02-21 00:00:00,"5,4"
Student110,V,2006-06-18 00:00:00,HV5,BIO,Docent 3,2024-05-24 00:00:00,"5,8"
Student103,V,2005-07-28 00:00:00,HV5,BIO,Docent 3,2024-05-24 00:00:00,"5,9"
Student104,V,2006-06-14 00:00:00,HV5,BIO,Docent 3,2023-10-18 00:00:00,"6,0"
Student101,V,2006-03-26 00:00:00,HV5,BIO,Docent 3,2024-05-24 00:00:00,"6,1"
Student109,V,2005-07-07 00:00:00,HV5,BIO,Docent 3,2023-10-18 00:00:00,"6,2"
Student105,V,2005-04-10 00:00:00,HV5,BIO,Docent 3,2023-10-18 00:00:00,"6,4"
Student106,V,2005-06-12 00:00:00,HV5,BIO,Docent 3,2024-05-24 00:00:00,"6,7"
Student104,V,2006-06-14 00:00:00,HV5,BIO,Docent 3,2024-05-24 00:00:00,"7,0"
Student105,V,2005-04-10 00:00:00,HV5,BIO,Docent 8,2024-02-21 00:00:00,"7,1"
Student107,V,2006-08-13 00:00:00,HV5,BIO,Docent 3,2023-10-18 00:00:00,"7,1"
Student102,V,2005-10-03 00:00:00,HV5,BIO,Docent 8,2024-02-21 00:00:00,"7,4"
Student108,V,2006-04-26 00:00:00,HV5,BIO,Docent 8,2024-02-21 00:00:00,"7,4"
Student103,V,2005-07-28 00:00:00,HV5,BIO,Docent 3,2023-10-18 00:00:00,"7,6"
Student101,V,2006-03-26 00:00:00,HV5,BIO,Docent 3,2023-10-18 00:00:00,"7,7"
Student109,V,2005-07-07 00:00:00,HV5,ENG,Docent 2,2023-10-17 00:00:00,"2,0"
Student101,V,2006-03-26 00:00:00,HV5,ENG,Docent 2,2023-10-17 00:00:00,"2,8"
Student104,V,2006-06-14 00:00:00,HV5,ENG,Docent 2,2023-10-17 00:00:00,"2,8"
Student110,V,2006-06-18 00:00:00,HV5,ENG,Docent 7,2024-02-22 00:00:00,"3,0"
Student107,V,2006-08-13 00:00:00,HV5,ENG,Docent 7,2024-05-22 00:00:00,"3,3"
Student105,V,2005-04-10 00:00:00,HV5,ENG,Docent 7,2024-05-22 00:00:00,"3,6"
Student106,V,2005-06-12 00:00:00,HV5,ENG,Docent 7,2024-05-22 00:00:00,"4,0"
Student101,V,2006-03-26 00:00:00,HV5,ENG,Docent 7,2024-02-22 00:00:00,"4,3"
Student110,V,2006-06-18 00:00:00,HV5,ENG,Docent 7,2024-05-22 00:00:00,"4,3"
Student103,V,2005-07-28 00:00:00,HV5,ENG,Docent 2,2023-10-17 00:00:00,"4,5"
Student102,V,2005-10-03 00:00:00,HV5,ENG,Docent 7,2024-05-22 00:00:00,"4,8"
Student109,V,2005-07-07 00:00:00,HV5,ENG,Docent 7,2024-02-22 00:00:00,"5,0"
Student104,V,2006-06-14 00:00:00,HV5,ENG,Docent 7,2024-05-22 00:00:00,"5,1"
Student103,V,2005-07-28 00:00:00,HV5,ENG,Docent 7,2024-02-22 00:00:00,"5,3"
Student103,V,2005-07-28 00:00:00,HV5,ENG,Docent 7,2024-05-22 00:00:00,"5,3"
Student107,V,2006-08-13 00:00:00,HV5,ENG,Docent 2,2023-10-17 00:00:00,"5,3"
Student108,V,2006-04-26 00:00:00,HV5,ENG,Docent 7,2024-02-22 00:00:00,"5,4"
Student106,V,2005-06-12 00:00:00,HV5,ENG,Docent 2,2023-10-17 00:00:00,"5,7"
Student102,V,2005-10-03 00:00:00,HV5,ENG,Docent 7,2024-02-22 00:00:00,"6,0"
Student106,V,2005-06-12 00:00:00,HV5,ENG,Docent 7,2024-02-22 00:00:00,"6,1"
Student104,V,2006-06-14 00:00:00,HV5,ENG,Docent 7,2024-02-22 00:00:00,"6,4"
Student108,V,2006-04-26 00:00:00,HV5,ENG,Docent 7,2024-05-22 00:00:00,"6,5"
Student109,V,2005-07-07 00:00:00,HV5,ENG,Docent 7,2024-05-22 00:00:00,"6,8"
Student105,V,2005-04-10 00:00:00,HV5,ENG,Docent 7,2024-02-22 00:00:00,"7,1"
Student102,V,2005-10-03 00:00:00,HV5,ENG,Docent 2,2023-10-17 00:00:00,"7,1"
Student105,V,2005-04-10 00:00:00,HV5,ENG,Docent 2,2023-10-17 00:00:00,"7,3"
Student110,V,2006-06-18 00:00:00,HV5,ENG,Docent 2,2023-10-17 00:00:00,"7,3"
Student108,V,2006-04-26 00:00:00,HV5,ENG,Docent 2,2023-10-17 00:00:00,"7,5"
Student101,V,2006-03-26 00:00:00,HV5,ENG,Docent 7,2024-05-22 00:00:00,"7,7"
Student107,V,2006-08-13 00:00:00,HV5,ENG,Docent 7,2024-02-22 00:00:00,"7,7"
Student101,V,2006-03-26 00:00:00,HV5,NED,Docent 6,2024-02-23 00:00:00,"2,0"
Student104,V,2006-06-14 00:00:00,HV5,NED,Docent 1,2023-10-16 00:00:00,"2,2"
Student102,V,2005-10-03 00:00:00,HV5,NED,Docent 1,2024-05-23 00:00:00,"2,6"
Student107,V,2006-08-13 00:00:00,HV5,NED,Docent 1,2023-10-16 00:00:00,"2,9"
Student108,V,2006-04-26 00:00:00,HV5,NED,Docent 1,2023-10-16 00:00:00,"3,3"
Student106,V,2005-06-12 00:00:00,HV5,NED,Docent 6,2024-02-23 00:00:00,"3,7"
Student103,V,2005-07-28 00:00:00,HV5,NED,Docent 1,2023-10-16 00:00:00,"3,7"
Student109,V,2005-07-07 00:00:00,HV5,NED,Docent 1,2023-10-16 00:00:00,"4,0"
Student110,V,2006-06-18 00:00:00,HV5,NED,Docent 1,2023-10-16 00:00:00,"4,0"
Student110,V,2006-06-18 00:00:00,HV5,NED,Docent 1,2024-05-23 00:00:00,"4,0"
Student104,V,2006-06-14 00:00:00,HV5,NED,Docent 1,2024-05-23 00:00:00,"4,1"
Student103,V,2005-07-28 00:00:00,HV5,NED,Docent 1,2024-05-23 00:00:00,"4,2"
Student108,V,2006-04-26 00:00:00,HV5,NED,Docent 1,2024-05-23 00:00:00,"4,4"
Student108,V,2006-04-26 00:00:00,HV5,NED,Docent 6,2024-02-23 00:00:00,"4,7"
Student105,V,2005-04-10 00:00:00,HV5,NED,Docent 1,2023-10-16 00:00:00,"5,0"
Student110,V,2006-06-18 00:00:00,HV5,NED,Docent 6,2024-02-23 00:00:00,"5,5"
Student104,V,2006-06-14 00:00:00,HV5,NED,Docent 6,2024-02-23 00:00:00,"5,9"
Student101,V,2006-03-26 00:00:00,HV5,NED,Docent 1,2024-05-23 00:00:00,"6,5"
Student107,V,2006-08-13 00:00:00,HV5,NED,Docent 6,2024-02-23 00:00:00,"6,6"
